R²_train,R²_test,RMSE_train,RMSE_test,MAE_test,Mean_Uncertainty,CI_Coverage_95pct
0.9072433000308686,0.7486309122510669,1.7696421098883817,2.468771018016262,1.942243871944048,2.3389292169686247,95.0
