Metric,OLS,Ridge
R²_train,0.5713458395295385,0.5713444856891766
R²_test,0.5727222768007441,0.5726765830720757
RMSE_train,3.7488902167073674,3.748896136858562
RMSE_test,3.7556641434382927,3.7558649562834296
MAE_test,3.0458345047885595,3.0458531626744185
