Noise_Level,Ridge,PLSR,Random Forest,XGBoost,GPR,ANN
0.0,0.5726796772602096,0.5727222767052259,0.7850544480140116,0.8156780125108913,0.7931833646397202,0.8052961817001606
0.5,0.42434271689884684,0.42398150919054667,0.4979310829464244,0.47399021962934174,0.3618092853689061,0.33101662488126593
1.0,0.012047495254920881,0.010484321783236106,0.012913004944747786,-0.12415599178888259,-1.0,-0.631995991301401
2.0,-1.0,-1.0,-0.9196948366819202,-1.0,-1.0,-1.0
3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
