Feature,MDI_Importance
Temperature_C,0.2681125617910669
GDP_Fucose_uM,0.2617990508747571
pH,0.1423307347427846
Mn_uM,0.10443630104881946
pCO2_mmHg,0.055631306149093104
DO_pct,0.040256661477690345
VCD_1e6_per_mL,0.03487766658372698
Lactate_g_per_L,0.0319663245899467
Uridine_mM,0.03039407730223496
Osmolality_mOsm,0.030195315439879758
