Metric,OLS,Ridge
R²_train,0.6339998301721268,0.6339497427462792
R²_test,0.5097874303461095,0.5127425161214623
RMSE_train,3.4684612154534897,3.468698538226831
RMSE_test,3.4476017883009735,3.4371947120849335
MAE_test,2.85490643444484,2.8463617055723796
