R²_train,R²_test,RMSE_train,RMSE_test,MAE_test,Mean_Uncertainty,CI_Coverage_95pct
0.8609269376104413,0.7931833646397202,2.058617819433439,2.612909432394276,2.0944383005387515,2.694464180982395,95.95
